"","F2","F3","Q38","surveyYear"
"8207","Time with family and teachingn the grandkids watching there recreation not only to the fish but other willife as well","",NA,2012
"8208","","",NA,2012
"8209","","",NA,2012
"8210","","Enforce laws with people that keep illegal fish like walleye at branched oak and peopl ewith no license at spencer dam when catfish are there",NA,2012
"8211","","",NA,2012
"8212","","Better stocking of fish",NA,2012
"8213","","",NA,2012
"8214","Variety of lakes options and short travel times","Recreation enforment, particularley with size limits",NA,2012
"8215","Getting outdoors and relaxing","Eliminate so many non-sport fish in lakes, stock more game fish.",NA,2012
"8216","","",NA,2012
"8217","Getting away from people and enjoy nature","More monotring of what people catch and what they take home. People takign smaller fish home enstead of regulation size",NA,2012
"8218","","",NA,2012
"8219","Close to home","Better fishing options around and in Otoe county",NA,2012
"8220","Numerous farm ponds with diverse fish populations","",NA,2012
"8221","I like that I can fish in a variety of locations that are within 1 hour drive of my house.","I would like to be able to fish SMB in a river or lake that is within a 2hr drive from Lincoln.",NA,2012
"8222","Just getting out next to a calming body of water and getting lost in the sights and sounds of the outdoors","We primarily fish for paddlefish. I take the kids and it is the only fishing they do for the year. When you factor in the snagging tag plus the license it costs a lil over 40$ to one single fish. I would really appreciate it if you didnít have to buy a license on top of the paddlefish tag on top of the aquatic habitat stamp 40- for one fish is excessive",NA,2012
"8223","Bass fishing in lakes is pretty good
catfish in rivers is good","morte dams/habitats in rivers required
Walleye fishing needs to be improved. Better lake structure required. I realize that non of our lakes being natural make that hard.",NA,2012
"8224","clsoe to home","",NA,2012
"8225","Spending time outside and being next to water. The thrill of catching a fish and watching my kids catch a fish","Continue to improve rivers, lakes, etc",NA,2012
"8226","","To be able to fish out of a boat in front of the spillways at gavins point dam in the month of Oct snagging season",NA,2012
"8227","","",NA,2012
"8228","Enjoying the great outdoors","Improving fish habitat and increasing the size of stocked fish in our reserviors",NA,2012
"8229","The state parks and the river fishing","better access to the rivers for bank fishing also more facilities for camping while fishing.",NA,2012
"8230","I am all about catching a fish. All I want is to have fun","I have no suggestions",NA,2012
"8231","I fish in KS because they have bag limits I like more than NE. KS lake that have good fishing are just as close to me as NE lakes with good fishing.","Better web site. Need up to date fishing reports If your going to have different size and bag limits put each lake on web with info.",NA,2012
"8232","Access to lakes in most areas are good","I have a real problem with personal water craft buzzing the fishing area boundaries. I think on some lakes, it si possible to extend these boundaries so the effect on boating and bank fishermen is lessend",NA,2012
"8233","Like easy access to city lakes in Omaha. Love to explore out of the way, lesser known lakes out of the fishing guide. There is such a variety here- from large urban lakes like Zorinsky to remote sandhill lakes on trout stream","You can catch a master angler LMB in Omaha and still not have a keep sometimes size limits donít makes sense to me",NA,2012
"8234","","",NA,2012
"8235","I like how there are a lot of regulations for keepign fish like the 21"" bass regulation. That keeps a good amount of fish in the lakes and they arent taken out by a few people keeping everything they catch.","There are too many fisherman usually on the few (relatively speaking) amount of public lakes. If Ne parks would obtain more fisheries that are now private and upon them up to fishing that would be desired.",NA,2012
"8236","Getting outdoors and getting away","Better regulation enforcement better fishing for bank anglers",NA,2012
"8237","Being outdoors with my family. Watching how much my son loves to fish.","Educate about cleaning up after yourself when you fish. Containers, water/pop cans, etc.; and teach people to respect the land water animals and fish.",NA,2012
"8238","","",NA,2012
"8239","The variety of fish you can catch and close to the river","none",NA,2012
"8240","catching fish","nothing",NA,2012
"8241","Close to home","stock lakes more ofter",NA,2012
"8242","You can fish on the way home from SD","You do fine",NA,2012
"8243","The drinking in state parks has reduced my desire to fish in those lakes due to safety concerns. It is not a family friendly enviroment. Very sad thate for NE. IT looks like a bunch of drunk rednecks","It is about time with family. Drunk people boats beaches and launches don't mix. Can't get my daughters and wife to go anymore due to bad experience with drunks in state parks.",NA,2012
"8244","Many options around the state with varuiety in fish species","can't think of anything. The NGPC does a great jog Thank yuio",NA,2012
"8245","I get to spend time with my amazing wife and get some nice bass","Do more to support the walleye pop and to prevent people from illegally keeping fish",NA,2012
"8246","","",NA,2012
"8247","","",NA,2012
"8248","","More boat rental",NA,2012
"8249","","More public lakes",NA,2012
"8250","management practices in the last 20-25 yrs have increased opportunity and catch freq. The opportunity to fish for a variety of species.","Maint. Size and/or slot regulations to max fish growth to obtain better avg size. Cont. to encourage catch and release for bass, pike, muskit especially in the E part of the stae.",NA,2012
"8251","I like fishing private ponds. I really enjoy catching big LMB I also like to catch bluegill for eating something along with trout","",NA,2012
"8252","","",NA,2012
"8253","Sandhill lakesÖ
Keep them as primitive as possible","NGPN need to get a clue
paddlefish season 2012 was a joke. I believe the NGPC fishing officials new that the carp was going to close the MO river below gavins point dam. They closed the river jstu as paddlefish season was going o. Paddlefish tag holders should have been given a heads up before driving and pulling a boat to yankto what is the plan for 2013? Yet to hear anthythingt from NGPC",NA,2012
"8254","","",NA,2012
"8255","","More lakes",NA,2012
"8256","The diversity of species in bodies of water","simplify regulations that is donít comlicate rules for each body of water

Try to avoid lots of bodies of water with pur catch and realease allow at least 1-2 fish to taken home

Use alum treatment to keep algae down in urban lakes with heavy angler use",NA,2012
